genero,ano_ingresso,ieg,ida,atingiu_pv,ipv,ian,ano,ipp,matematica,portugues,defasagem,tipo_estudante,piorou_defasagem
feminino,2021,9.7,6.5,nao,7.167,5.0,2022,7.3,6.3,6.7,-2.0,veterano,False
feminino,2021,9.2,7.9,nao,9.0,5.0,2023,6.875,7.8,8.0,-2.0,veterano,False
masculino,2022,8.8,7.5,nao,7.667,10.0,2022,7.8583333334,7.2,7.8,0.0,ingressante,False
masculino,2022,9.2,7.8,nao,8.56,10.0,2023,8.28125,6.0,9.5,0.0,veterano,False
feminino,2020,9.5,8.7,nao,8.333,5.0,2022,8.3541666666,8.5,8.8,-2.0,veterano,False
masculino,2021,9.0,7.0,nao,7.583,5.0,2022,7.375,7.3,6.7,-2.0,veterano,False
masculino,2021,8.3,6.3,nao,7.446666667,5.0,2023,7.291666667,6.5,6.0,-1.0,veterano,True
feminino,2021,10.0,7.1,nao,7.583,5.0,2022,7.510416666599999,7.0,7.2,-2.0,veterano,False
feminino,2021,9.1,7.9,sim,10.0,5.0,2023,7.5,8.0,7.8,-2.0,veterano,False
feminino,2022,7.5,7.9,sim,8.5,5.0,2022,7.81875,9.6,6.2,-1.0,ingressante,True
feminino,2022,9.3,8.0,nao,8.675,5.0,2023,7.8125,8.2,7.8,-2.0,veterano,False
masculino,2022,8.9,8.3,nao,7.333,10.0,2022,8.1875,8.5,8.1,0.0,ingressante,False
masculino,2022,8.3,5.9,nao,8.92,10.0,2023,6.875,6.0,5.7,0.0,veterano,True
feminino,2022,8.3,7.0,nao,7.5,10.0,2022,7.864583333400001,7.2,6.9,0.0,ingressante,False
feminino,2022,8.8,8.2,nao,8.585,10.0,2023,6.25,8.2,8.2,0.0,veterano,True
masculino,2021,5.4,9.2,nao,7.25,5.0,2022,7.5625,9.3,9.2,-2.0,veterano,False
feminino,2022,6.8,8.1,nao,7.083,5.0,2022,7.083333333400001,9.3,6.8,-1.0,ingressante,False
feminino,2022,7.5,7.9,nao,7.67,5.0,2023,5.625,8.0,7.8,-1.0,veterano,True
feminino,2022,7.8,6.1,nao,7.417,10.0,2022,7.875,7.8,4.4,0.0,ingressante,True
feminino,2022,9.5,6.9,nao,6.34,5.0,2023,5.0,7.7,6.0,-1.0,veterano,False
feminino,2022,4.3,1.7,nao,6.333,5.0,2022,5.88125,0.0,3.3,-1.0,ingressante,False
feminino,2022,7.0,3.5,nao,7.223333333,5.0,2023,7.8125,4.2,2.7,-1.0,veterano,False
masculino,2022,7.7,5.3,nao,7.0,10.0,2022,7.5208333332,6.5,4.0,0.0,ingressante,False
feminino,2022,9.3,6.3,nao,8.84,10.0,2023,8.28125,5.3,7.3,0.0,veterano,False
feminino,2021,6.7,7.1,sim,8.833,5.0,2022,7.489583333400001,6.0,8.2,-1.0,veterano,False
feminino,2021,7.9,8.2,nao,8.62,5.0,2023,8.90625,7.3,9.0,-1.0,veterano,False
masculino,2018,6.6,7.2,nao,8.0,5.0,2022,7.55,8.7,5.7,-2.0,veterano,False
feminino,2018,7.7,6.7,nao,8.0025,5.0,2023,8.28125,8.5,4.8,-2.0,veterano,False
feminino,2022,7.6,6.9,nao,7.167,5.0,2022,7.666666666599999,6.3,7.5,-1.0,ingressante,True
feminino,2022,8.8,8.3,nao,8.675,5.0,2023,8.75,8.0,8.5,-2.0,veterano,False
feminino,2021,8.9,8.3,nao,7.75,5.0,2022,8.4166666666,8.0,8.5,-1.0,veterano,False
feminino,2021,9.8,7.9,nao,9.116666667,5.0,2023,8.4375,7.0,8.8,-1.0,veterano,False
masculino,2022,8.4,6.0,nao,7.0,10.0,2022,7.6875,5.7,6.3,0.0,ingressante,True
masculino,2022,9.8,7.5,nao,9.345,5.0,2023,7.5,8.3,6.7,-1.0,veterano,False
masculino,2021,5.8,6.0,nao,6.917,10.0,2022,7.843750000199999,4.7,7.3,0.0,veterano,True
masculino,2022,10.0,8.2,sim,9.25,5.0,2022,8.4583333334,7.8,8.5,-1.0,ingressante,False
feminino,2022,9.5,7.3,nao,8.783333333,5.0,2023,8.125,6.5,8.0,-1.0,veterano,False
feminino,2022,8.6,8.4,nao,7.667,5.0,2022,8.25,8.8,8.0,-1.0,ingressante,False
feminino,2022,8.5,8.8,nao,8.67,5.0,2023,7.916666667,8.2,9.4,-1.0,veterano,False
masculino,2022,9.5,3.4,nao,7.25,10.0,2022,7.31875,4.2,2.7,0.0,ingressante,True
masculino,2022,9.8,5.9,nao,8.34,5.0,2023,5.625,6.0,5.8,-1.0,veterano,False
masculino,2021,9.3,8.0,sim,8.667,10.0,2022,8.145833333199999,7.8,8.2,0.0,veterano,False
masculino,2021,9.8,6.9,nao,8.283333333,10.0,2023,7.65625,6.0,7.8,0.0,veterano,False
feminino,2022,9.4,4.2,nao,7.417,10.0,2022,7.75,3.7,4.7,0.0,ingressante,False
feminino,2022,9.5,7.9,sim,10.0,10.0,2023,7.5,8.5,7.2,0.0,veterano,False
feminino,2018,6.3,8.9,nao,7.292,5.0,2022,7.25,9.5,7.7,-1.0,veterano,False
feminino,2022,8.9,7.8,nao,7.417,5.0,2022,7.3208333334,8.5,7.2,-2.0,ingressante,False
masculino,2022,8.1,7.4,nao,8.286666667,5.0,2023,7.083333333,7.2,7.5,-2.0,veterano,False
feminino,2022,8.7,6.5,sim,8.5,5.0,2022,7.625,6.3,6.7,-2.0,ingressante,False
feminino,2022,8.0,6.2,nao,7.167,5.0,2022,7.6145833332,6.5,5.8,-1.0,ingressante,True
feminino,2022,7.7,7.2,nao,9.085,5.0,2023,6.875,6.8,7.5,-2.0,veterano,False
feminino,2022,8.9,4.1,nao,7.333,10.0,2022,7.76875,3.7,4.5,0.0,ingressante,True
feminino,2022,9.2,6.2,sim,10.0,5.0,2023,7.5,5.2,7.2,-1.0,veterano,False
feminino,2022,9.7,7.3,nao,7.333,10.0,2022,8.0,8.0,6.5,0.0,ingressante,True
feminino,2022,9.6,8.2,sim,10.0,5.0,2023,7.5,8.7,7.7,-1.0,veterano,False
feminino,2022,9.3,5.4,nao,7.667,5.0,2022,7.8125,5.8,5.0,-2.0,ingressante,False
feminino,2022,9.8,5.5,nao,8.336666667,5.0,2023,7.083333333,5.0,6.0,-1.0,veterano,False
masculino,2021,8.5,7.3,nao,7.5,5.0,2022,7.927083333400001,8.2,6.5,-2.0,veterano,False
masculino,2021,8.6,7.5,nao,7.233333333,5.0,2023,6.041666667,7.0,8.0,-1.0,veterano,False
masculino,2022,8.3,6.3,nao,7.667,5.0,2022,7.375,7.0,5.7,-2.0,ingressante,False
masculino,2022,8.1,6.1,nao,6.95,5.0,2023,6.458333333,4.3,7.8,-1.0,veterano,False
feminino,2022,9.6,7.8,nao,7.917,5.0,2022,7.8416666666,8.5,7.2,-2.0,ingressante,False
feminino,2022,9.6,8.3,nao,8.17,5.0,2023,8.333333333,7.8,8.8,-1.0,veterano,False
feminino,2017,8.3,7.1,nao,7.625,5.0,2022,7.25,6.5,7.7,-1.0,veterano,False
feminino,2017,8.4,6.3,nao,7.465,5.0,2023,7.96875,8.2,5.7,-1.0,veterano,False
masculino,2022,6.6,6.8,nao,7.5,5.0,2022,7.45,7.2,6.3,-1.0,ingressante,False
masculino,2022,7.5,7.6,nao,7.12,10.0,2023,6.875,6.8,8.3,0.0,veterano,True
masculino,2021,9.0,8.3,nao,8.333,5.0,2022,7.96875,9.0,7.5,-1.0,veterano,False
masculino,2021,9.3,9.4,nao,7.506666667,5.0,2023,8.333333333,9.3,9.5,-1.0,veterano,False
masculino,2022,8.4,4.8,nao,7.667,5.0,2022,7.395833333400001,5.5,4.0,-2.0,ingressante,False
masculino,2021,9.0,8.8,nao,7.333,10.0,2022,8.0729166666,8.7,8.9,0.0,veterano,True
masculino,2021,9.1,6.8,nao,7.175,5.0,2023,6.25,6.8,6.8,-1.0,veterano,False
masculino,2022,7.3,6.6,nao,7.917,10.0,2022,7.4375,5.0,8.2,0.0,ingressante,True
masculino,2022,8.3,7.8,nao,7.095,5.0,2023,6.875,7.8,7.7,-1.0,veterano,False
masculino,2022,8.7,9.0,nao,7.5,10.0,2022,7.958333333400001,9.5,8.6,0.0,ingressante,True
masculino,2022,9.1,8.0,nao,8.08,5.0,2023,6.25,8.3,7.7,-1.0,veterano,False
masculino,2022,9.1,9.3,nao,8.0,10.0,2022,7.90625,9.7,8.8,0.0,ingressante,True
masculino,2022,10.0,8.7,sim,9.755,5.0,2023,7.5,8.7,8.7,-1.0,veterano,False
feminino,2017,9.2,6.0,nao,7.458,10.0,2022,7.822916666599999,5.5,5.2,1.0,veterano,True
feminino,2017,8.8,6.3,nao,7.2125,10.0,2023,7.8125,8.7,4.7,0.0,veterano,False
masculino,2021,9.1,9.6,nao,7.25,10.0,2022,7.4895833332,9.7,9.5,0.0,veterano,False
masculino,2021,8.5,6.9,nao,7.836666667,10.0,2023,5.833333333,6.3,7.5,0.0,veterano,True
masculino,2022,8.1,7.4,nao,7.333,10.0,2022,7.71875,8.3,6.6,0.0,ingressante,False
masculino,2022,6.5,6.0,nao,7.417,10.0,2022,7.4375,6.7,5.3,0.0,ingressante,False
masculino,2022,9.0,7.5,sim,8.417,5.0,2022,8.0541666666,7.8,7.2,-1.0,ingressante,False
masculino,2022,9.6,8.2,nao,9.226666667,5.0,2023,8.333333333,7.8,8.5,-1.0,veterano,False
masculino,2022,7.9,6.5,nao,7.0,5.0,2022,7.5208333332,7.7,5.3,-1.0,ingressante,False
feminino,2022,9.3,9.6,sim,9.417,5.0,2022,7.520833333400001,9.5,9.7,-1.0,ingressante,False
feminino,2022,9.8,8.9,nao,9.283333333,5.0,2023,9.583333333,7.8,10.0,-1.0,veterano,False
feminino,2022,8.7,7.1,nao,7.417,10.0,2022,7.8666666666,7.7,6.5,0.0,ingressante,False
masculino,2022,7.3,6.2,nao,7.5,10.0,2022,8.03125,6.5,5.8,0.0,ingressante,False
masculino,2022,7.9,7.3,nao,7.333,10.0,2022,7.40625,8.0,6.5,0.0,ingressante,False
masculino,2022,8.3,9.5,nao,8.893333333,10.0,2023,8.541666667,9.7,9.3,0.0,veterano,False
masculino,2022,10.0,6.0,nao,7.583,5.0,2022,7.354166666599999,7.7,4.3,-1.0,ingressante,False
masculino,2022,7.4,8.9,nao,8.28,5.0,2023,9.0625,9.2,8.5,-1.0,veterano,False
masculino,2022,7.0,4.6,nao,6.917,5.0,2022,7.40625,5.2,4.0,-2.0,ingressante,False
masculino,2022,8.4,6.1,nao,7.083,5.0,2022,7.4895833332,6.5,5.7,-2.0,ingressante,False
masculino,2022,8.4,7.1,nao,5.925,5.0,2023,5.625,8.0,6.2,-2.0,veterano,False
masculino,2022,9.6,5.4,nao,7.5,10.0,2022,7.260416666599999,4.3,6.5,0.0,ingressante,True
masculino,2022,10.0,7.3,nao,8.34,5.0,2023,7.8125,7.0,7.5,-1.0,veterano,False
feminino,2022,7.0,7.6,sim,8.667,5.0,2022,7.572916666599999,7.7,7.5,-2.0,ingressante,False
feminino,2022,8.1,8.1,nao,8.73,5.0,2023,8.28125,7.7,8.5,-1.0,veterano,False
feminino,2022,8.6,7.8,nao,7.5,10.0,2022,8.3229166666,8.2,7.5,0.0,ingressante,False
feminino,2022,9.4,8.4,nao,9.23,10.0,2023,9.21875,7.5,9.2,0.0,veterano,False
feminino,2022,8.6,6.0,nao,7.5,5.0,2022,6.96875,5.8,6.2,-1.0,ingressante,False
feminino,2022,8.9,8.3,sim,9.505,5.0,2023,6.25,8.3,8.3,-1.0,veterano,False
masculino,2022,9.2,7.2,nao,7.167,5.0,2022,7.354166666599999,7.3,7.0,-1.0,ingressante,False
masculino,2022,9.4,8.3,nao,8.59,5.0,2023,7.8125,8.8,7.8,-1.0,veterano,False
masculino,2022,9.2,8.8,sim,8.833,5.0,2022,8.03125,8.8,8.8,-1.0,ingressante,False
masculino,2022,9.5,8.5,nao,8.283333333,5.0,2023,7.708333333,9.2,7.7,-1.0,veterano,False
masculino,2022,9.5,7.8,nao,7.583,5.0,2022,7.8416666668,8.2,7.5,-1.0,ingressante,False
masculino,2022,9.5,7.4,nao,8.56,5.0,2023,8.4375,7.3,7.5,-1.0,veterano,False
masculino,2022,9.0,9.0,sim,9.083,5.0,2022,7.75625,9.2,8.8,-1.0,ingressante,False
masculino,2022,9.9,9.2,nao,9.283333333,5.0,2023,9.6875,9.0,9.3,-1.0,veterano,False
masculino,2022,7.3,7.5,nao,6.667,10.0,2022,7.41875,7.6,7.3,0.0,ingressante,False
masculino,2022,8.3,9.2,nao,7.583,5.0,2022,8.0625,9.0,9.3,-1.0,ingressante,True
masculino,2022,9.6,6.7,nao,8.085,5.0,2023,6.875,6.7,6.7,-2.0,veterano,False
masculino,2022,9.0,8.8,nao,7.5,10.0,2022,8.0729166666,9.2,8.3,0.0,ingressante,False
masculino,2022,9.3,7.0,nao,7.836666667,10.0,2023,7.916666667,6.3,7.7,0.0,veterano,False
feminino,2018,8.8,5.8,nao,6.75,5.0,2022,7.2625,5.7,6.5,-2.0,veterano,False
masculino,2022,8.2,7.8,nao,7.5,10.0,2022,7.802083333400001,9.6,5.9,0.0,ingressante,True
masculino,2022,9.0,8.2,nao,8.59,5.0,2023,7.5,8.3,8.0,-1.0,veterano,False
masculino,2022,8.5,7.2,nao,7.5,5.0,2022,7.927083333400001,8.6,5.8,-2.0,ingressante,False
masculino,2022,7.2,6.9,sim,9.84,5.0,2023,7.5,6.7,7.0,-2.0,veterano,False
feminino,2022,8.3,9.1,nao,8.25,10.0,2022,7.833333333400001,9.1,9.1,0.0,ingressante,True
feminino,2022,8.5,7.9,nao,8.01,5.0,2023,5.625,8.2,7.5,-1.0,veterano,False
feminino,2022,7.2,5.9,nao,7.917,10.0,2022,7.40625,7.7,4.0,0.0,ingressante,False
masculino,2022,8.2,7.7,nao,7.417,5.0,2022,7.5166666666,7.8,7.6,-1.0,ingressante,True
masculino,2022,9.1,7.6,nao,5.84,5.0,2023,5.0,7.5,7.6,-2.0,veterano,False
masculino,2022,7.3,4.3,nao,5.833,10.0,2022,6.96875,5.0,3.5,0.0,ingressante,True
masculino,2022,8.9,5.7,nao,7.8425,5.0,2023,5.9375,5.8,3.8,-1.0,veterano,True
masculino,2022,7.3,8.5,nao,7.167,10.0,2022,7.74375,8.1,8.8,0.0,ingressante,True
masculino,2022,7.9,7.3,nao,6.265,5.0,2023,6.5625,6.8,7.7,-1.0,veterano,False
masculino,2022,7.9,8.3,nao,6.583,10.0,2022,7.8270833334,7.9,8.7,0.0,ingressante,True
masculino,2022,7.5,6.6,nao,6.01,5.0,2023,5.625,6.8,6.3,-1.0,veterano,False
feminino,2022,9.6,8.5,sim,8.5,10.0,2022,8.1041666666,8.8,8.2,0.0,ingressante,True
feminino,2022,9.5,7.4,sim,9.84,5.0,2023,6.25,7.2,7.5,-1.0,veterano,False
feminino,2022,9.0,9.3,nao,7.167,10.0,2022,8.3541666666,9.5,9.0,0.0,ingressante,False
feminino,2022,9.5,6.0,nao,8.01,10.0,2023,5.625,7.5,4.5,0.0,veterano,False
feminino,2022,9.6,9.7,sim,9.0,5.0,2022,8.1666666666,9.7,9.6,-1.0,ingressante,False
feminino,2022,10.0,6.8,nao,8.67,10.0,2023,8.4375,5.2,8.3,0.0,veterano,False
masculino,2022,9.1,8.4,nao,8.0,10.0,2022,8.145833333199999,8.5,8.2,0.0,ingressante,False
feminino,2022,8.9,9.5,sim,9.083,5.0,2022,8.3541666666,9.6,9.3,-1.0,ingressante,False
masculino,2022,7.1,7.7,nao,7.333,10.0,2022,7.697916666599999,8.4,6.9,0.0,ingressante,False
masculino,2022,8.1,9.3,nao,7.946666667,10.0,2023,8.125,9.3,9.2,0.0,veterano,True
feminino,2022,8.7,8.9,nao,8.25,10.0,2022,7.583333333400001,9.4,8.4,0.0,ingressante,False
feminino,2022,9.2,7.3,sim,10.0,10.0,2023,7.5,6.8,7.8,0.0,veterano,False
masculino,2016,9.6,6.7,sim,8.458,5.0,2022,7.229166666599999,6.2,7.2,-1.0,veterano,False
masculino,2022,8.5,8.1,nao,7.75,10.0,2022,7.65,8.9,7.2,0.0,ingressante,False
masculino,2022,9.8,7.4,nao,8.34,10.0,2023,7.5,7.2,7.5,0.0,veterano,False
feminino,2023,10.0,9.6,nao,8.92,10.0,2023,8.4375,9.8,9.4,0.0,ingressante,True
masculino,2023,9.1,8.9,nao,8.585,5.0,2023,7.5,8.5,9.2,-1.0,ingressante,True
masculino,2023,7.6,6.3,nao,6.26,10.0,2023,5.9375,7.0,5.5,0.0,ingressante,True
masculino,2023,8.6,8.9,nao,8.415,10.0,2023,7.5,8.7,9.0,0.0,ingressante,True
masculino,2023,9.5,7.1,nao,8.67,10.0,2023,7.1875,7.8,6.3,0.0,ingressante,True
masculino,2021,9.6,8.8,sim,8.5,10.0,2022,8.3645833334,8.3,8.0,0.0,veterano,False
masculino,2021,10.0,9.3,nao,8.385,10.0,2023,8.125,9.5,8.7,0.0,veterano,False
masculino,2023,9.5,6.9,nao,6.84,5.0,2023,4.375,6.8,7.0,-1.0,ingressante,False
feminino,2023,9.7,7.0,nao,8.67,5.0,2023,6.25,7.2,6.8,-2.0,ingressante,False
masculino,2023,8.2,4.8,nao,6.67,5.0,2023,6.25,6.3,3.3,-1.0,ingressante,False
masculino,2023,9.4,7.5,nao,8.835,10.0,2023,7.5,7.3,7.7,0.0,ingressante,False
masculino,2023,9.5,8.1,nao,7.34,5.0,2023,5.0,8.0,8.2,-2.0,ingressante,False
feminino,2023,9.8,8.2,nao,8.915,5.0,2023,6.875,8.2,8.2,-1.0,ingressante,False
masculino,2021,9.2,6.5,sim,9.208,5.0,2022,7.71875,6.8,6.2,-2.0,veterano,False
feminino,2023,9.4,6.3,nao,8.585,10.0,2023,6.25,6.3,6.2,0.0,ingressante,True
feminino,2023,9.7,8.8,nao,8.66,10.0,2023,6.875,8.4,9.2,0.0,ingressante,True
masculino,2023,9.8,8.7,nao,8.665,10.0,2023,7.5,8.5,8.8,0.0,ingressante,True
feminino,2023,9.4,8.1,nao,9.0,10.0,2023,7.5,7.6,8.5,0.0,ingressante,True
masculino,2023,10.0,8.8,nao,8.83,10.0,2023,7.5,8.2,9.3,0.0,ingressante,True
masculino,2023,9.5,9.1,nao,9.0,10.0,2023,7.5,8.7,9.5,0.0,ingressante,True
masculino,2021,7.8,5.9,nao,8.0,5.0,2022,7.895833333400001,7.5,5.7,-1.0,veterano,False
feminino,2023,9.5,7.5,nao,7.995,5.0,2023,7.5,6.2,8.8,-1.0,ingressante,False
masculino,2023,9.6,8.3,sim,10.0,10.0,2023,7.5,8.5,8.0,0.0,ingressante,False
masculino,2023,10.0,9.3,sim,10.0,5.0,2023,7.5,9.5,9.0,-1.0,ingressante,False
feminino,2023,9.9,9.4,sim,10.0,5.0,2023,7.5,9.3,9.5,-1.0,ingressante,False
feminino,2023,9.5,6.8,sim,9.5,10.0,2023,6.875,6.8,6.7,0.0,ingressante,True
masculino,2023,10.0,8.5,sim,10.0,10.0,2023,7.5,9.0,8.0,0.0,ingressante,False
masculino,2023,8.1,6.5,nao,3.32,5.0,2023,6.5625,7.2,5.7,-1.0,ingressante,False
masculino,2023,9.8,9.4,sim,10.0,5.0,2023,8.125,9.7,9.0,-1.0,ingressante,False
masculino,2023,9.8,9.5,nao,9.34,10.0,2023,7.5,9.3,9.6,0.0,ingressante,False
feminino,2019,9.7,8.5,sim,9.75,10.0,2022,8.7291666666,7.7,8.0,2.0,veterano,True
feminino,2019,9.6,7.7,nao,8.1725,10.0,2023,8.59375,6.7,6.8,1.0,veterano,False
feminino,2023,9.8,7.8,nao,8.67,10.0,2023,8.125,8.0,7.5,0.0,ingressante,False
feminino,2023,9.6,7.8,nao,9.01,10.0,2023,7.5,7.7,7.8,0.0,ingressante,False
feminino,2023,9.3,6.4,nao,7.836666667,10.0,2023,7.8125,6.0,6.8,0.0,ingressante,True
masculino,2023,9.4,8.3,nao,7.056666667,5.0,2023,6.875,7.5,9.0,-1.0,ingressante,True
feminino,2023,9.6,9.3,nao,8.336666667,10.0,2023,8.125,9.2,9.4,0.0,ingressante,True
feminino,2023,9.0,7.9,nao,8.223333333,10.0,2023,8.125,6.7,9.0,0.0,ingressante,True
feminino,2023,9.9,9.2,nao,8.056666667,5.0,2023,8.125,9.1,9.2,-2.0,ingressante,False
feminino,2016,5.7,6.6,nao,7.125,5.0,2022,7.46875,5.5,5.7,-1.0,veterano,False
feminino,2016,7.4,7.4,nao,7.4675,5.0,2023,7.8125,9.5,5.0,-1.0,veterano,False
masculino,2023,8.8,8.9,nao,8.17,10.0,2023,8.75,8.8,9.0,0.0,ingressante,False
masculino,2023,6.7,3.4,nao,7.01,5.0,2023,5.3125,3.7,3.0,-2.0,ingressante,False
feminino,2023,9.4,6.3,nao,7.175,5.0,2023,5.625,6.2,6.3,-1.0,ingressante,True
feminino,2023,9.7,6.6,nao,9.005,5.0,2023,6.25,7.7,5.5,-1.0,ingressante,True
feminino,2023,8.7,7.7,nao,7.01,10.0,2023,5.625,7.1,8.3,0.0,ingressante,True
masculino,2023,8.4,5.3,nao,8.09,5.0,2023,6.25,5.5,5.0,-1.0,ingressante,True
feminino,2016,7.1,7.4,nao,6.667,5.0,2022,7.09375,7.8,5.5,-1.0,veterano,False
feminino,2016,9.4,6.7,nao,7.045,5.0,2023,7.1875,8.7,4.8,-1.0,veterano,False
feminino,2023,6.3,6.1,nao,6.35,10.0,2023,5.625,6.0,6.2,0.0,ingressante,True
feminino,2023,9.7,6.3,nao,6.68,10.0,2023,5.625,6.5,6.0,0.0,ingressante,True
feminino,2023,9.7,8.4,sim,10.0,10.0,2023,7.5,8.5,8.2,0.0,ingressante,False
feminino,2023,9.9,7.3,sim,10.0,10.0,2023,7.5,7.5,7.0,0.0,ingressante,False
masculino,2023,5.6,5.0,nao,5.93,10.0,2023,5.625,5.0,5.0,0.0,ingressante,True
masculino,2023,8.9,5.4,nao,5.595,10.0,2023,5.625,5.2,5.5,0.0,ingressante,True
feminino,2023,10.0,6.8,nao,9.51,5.0,2023,7.5,6.5,7.0,-1.0,ingressante,False
feminino,2023,9.7,6.4,nao,9.255,5.0,2023,7.5,7.0,5.8,-1.0,ingressante,False
feminino,2023,10.0,9.8,sim,9.67,10.0,2023,8.75,9.8,9.8,0.0,ingressante,False
feminino,2023,9.8,8.8,sim,9.67,10.0,2023,8.75,8.7,8.9,0.0,ingressante,True
feminino,2016,9.7,8.5,sim,9.083,10.0,2022,8.1666666666,8.8,8.3,0.0,veterano,False
masculino,2023,8.8,9.0,nao,9.0,10.0,2023,8.75,8.7,9.3,0.0,ingressante,True
masculino,2023,8.2,7.8,nao,7.6,10.0,2023,5.625,7.0,8.5,0.0,ingressante,True
feminino,2023,9.6,8.7,sim,9.67,10.0,2023,9.375,8.3,9.0,0.0,ingressante,True
masculino,2023,9.8,9.4,sim,9.67,5.0,2023,9.375,9.2,9.5,-1.0,ingressante,False
feminino,2023,9.6,9.2,sim,9.67,10.0,2023,9.375,9.0,9.3,0.0,ingressante,True
masculino,2023,8.4,4.2,nao,7.5,5.0,2023,6.25,0.0,8.3,-1.0,ingressante,False
feminino,2023,10.0,5.4,sim,10.0,5.0,2023,7.5,5.0,5.7,-2.0,ingressante,False
feminino,2018,9.6,7.7,sim,9.583,10.0,2022,8.03125,7.0,6.7,0.0,veterano,True
feminino,2018,9.6,7.2,nao,7.795,5.0,2023,8.75,7.7,4.8,-1.0,veterano,False
feminino,2023,10.0,5.0,nao,8.175,10.0,2023,5.0,5.0,5.0,0.0,ingressante,True
feminino,2023,9.4,8.0,sim,9.925,10.0,2023,7.5,8.0,8.0,0.0,ingressante,False
feminino,2023,7.6,7.5,nao,6.67,5.0,2023,5.625,9.2,5.8,-1.0,ingressante,True
masculino,2023,9.2,7.9,nao,6.84,10.0,2023,6.875,8.0,7.8,0.0,ingressante,True
masculino,2023,9.4,9.3,nao,7.0,10.0,2023,7.5,9.0,9.5,0.0,ingressante,True
masculino,2023,7.9,3.3,nao,5.08,10.0,2023,4.375,1.7,4.9,0.0,ingressante,True
feminino,2023,8.1,8.9,nao,6.5,10.0,2023,6.25,9.1,8.6,0.0,ingressante,True
feminino,2023,10.0,9.3,nao,8.17,10.0,2023,7.5,9.5,9.0,0.0,ingressante,True
feminino,2023,9.7,8.4,nao,9.09,10.0,2023,7.5,8.5,8.3,0.0,ingressante,True
masculino,2023,9.2,9.0,nao,8.425,10.0,2023,7.1875,8.8,9.2,0.0,ingressante,False
feminino,2023,8.8,8.3,nao,7.09,10.0,2023,6.5625,8.5,8.0,0.0,ingressante,False
feminino,2023,8.3,7.7,nao,8.005,10.0,2023,7.1875,7.8,7.5,0.0,ingressante,False
feminino,2023,8.8,7.8,nao,7.09,5.0,2023,6.875,8.0,7.5,-2.0,ingressante,False
masculino,2023,7.5,7.8,sim,9.345,5.0,2023,7.5,7.8,7.8,-2.0,ingressante,False
feminino,2023,9.8,9.3,sim,9.84,10.0,2023,7.5,9.3,9.3,0.0,ingressante,False
masculino,2023,9.6,7.7,nao,8.84,10.0,2023,6.875,7.7,7.7,0.0,ingressante,True
masculino,2021,7.8,6.7,sim,8.5,5.0,2022,6.625,5.7,6.5,-1.0,veterano,False
masculino,2021,8.9,6.4,nao,7.84,5.0,2023,7.65625,6.8,4.8,-1.0,veterano,False
masculino,2023,10.0,6.3,nao,5.85,5.0,2023,5.625,6.5,6.0,-2.0,ingressante,False
masculino,2023,8.7,6.2,nao,8.665,5.0,2023,5.3125,6.2,6.2,-1.0,ingressante,False
feminino,2023,9.8,8.5,sim,10.0,5.0,2023,7.5,8.3,8.7,-1.0,ingressante,False
masculino,2023,9.4,7.2,nao,8.5,5.0,2023,6.875,7.3,7.0,-1.0,ingressante,False
feminino,2023,8.2,4.7,nao,7.18,5.0,2023,5.0,5.3,4.0,-1.0,ingressante,True
masculino,2023,10.0,5.0,nao,7.675,5.0,2023,6.5625,5.0,5.0,-1.0,ingressante,True
masculino,2023,8.0,6.5,nao,7.35,5.0,2023,5.625,6.5,6.5,-2.0,ingressante,False
feminino,2023,9.7,8.3,sim,10.0,5.0,2023,7.5,8.0,8.5,-1.0,ingressante,False
masculino,2023,9.7,5.5,nao,7.51,10.0,2023,6.25,6.0,5.0,0.0,ingressante,True
masculino,2023,6.4,6.9,nao,8.17,10.0,2023,5.625,5.5,8.3,0.0,ingressante,True
masculino,2023,9.1,6.0,nao,7.84,10.0,2023,6.875,6.2,5.7,0.0,ingressante,True
masculino,2023,8.6,5.2,nao,7.415,5.0,2023,7.1875,6.2,4.1,-1.0,ingressante,True
masculino,2023,9.1,8.8,nao,9.34,10.0,2023,7.5,8.8,8.8,0.0,ingressante,True
feminino,2023,9.2,6.5,nao,7.67,10.0,2023,5.625,7.2,5.8,0.0,ingressante,True
feminino,2023,7.4,5.8,nao,8.085,10.0,2023,5.625,5.7,5.9,0.0,ingressante,True
feminino,2023,9.8,8.6,nao,9.34,10.0,2023,5.625,8.7,8.5,0.0,ingressante,True
masculino,2023,9.6,6.0,sim,9.51,10.0,2023,5.625,6.0,6.0,0.0,ingressante,True
feminino,2017,10.0,8.5,sim,9.667,10.0,2022,8.625,8.4,8.2,0.0,veterano,False
feminino,2023,9.8,6.3,nao,9.34,10.0,2023,5.625,6.5,6.0,0.0,ingressante,False
feminino,2023,9.1,5.8,nao,9.01,10.0,2023,5.625,5.7,5.8,0.0,ingressante,True
masculino,2023,9.1,8.6,nao,8.835,10.0,2023,5.625,8.7,8.5,0.0,ingressante,False
feminino,2023,9.8,8.3,sim,9.84,10.0,2023,6.875,8.3,8.2,0.0,ingressante,False
masculino,2023,9.3,6.8,nao,8.5,10.0,2023,5.625,7.3,6.2,0.0,ingressante,False
feminino,2023,9.1,8.3,nao,8.83,10.0,2023,5.625,8.3,8.3,0.0,ingressante,False
